index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word_x,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT,Word_y,Language
0,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",L,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,L,it
1,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",aristocrazia,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,aristocrazia,it
2,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",parlava,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,parlava,it
3,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",spesso,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,spesso,it
4,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,il,it
5,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",francese,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,francese,it
6,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",antico,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,antico,it
7,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,il,it
8,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",linguaggio,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,linguaggio,it
9,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",della,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,della,it
10,it,HistoricalContext,it_HistoricalContext,0,"L'aristocrazia parlava spesso il francese antico, il linguaggio della chivalry.",chivalry,8,0.43,0.0,0.0,0.0,0.0,0.0,0.57,1.0,chivalry,en
11,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,I,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I,it
12,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,troubadours,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,troubadours,fr
13,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,francesi,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,francesi,it
14,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,diffondevano,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,diffondevano,it
15,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,poesie,6,0.0,0.0,0.0,0.0,0.14,0.0,0.86,1.0,poesie,it
16,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,e,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,e,it
17,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,canzoni,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,canzoni,it
18,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,d,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,d,it
19,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,amore,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,amore,it
20,it,HistoricalContext,it_HistoricalContext,1,I troubadours francesi diffondevano poesie e canzoni d'amore cortese.,cortese,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,cortese,it
21,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,Il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Il,it
22,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,latino,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,latino,it
23,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,era,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,era,it
24,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,la,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,la,it
25,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,lingua,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,lingua,it
26,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,ufficiale,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ufficiale,it
27,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,della,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,della,it
28,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,Chiesa,6,0.57,0.0,0.43,0.0,0.0,0.0,0.0,1.0,Chiesa,it
29,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,e,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,e,it
30,it,HistoricalContext,it_HistoricalContext,2,Il latino era la lingua ufficiale della Chiesa e degli scholars del tempo.,degli,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,degli,it
