index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT
0,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,Die,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,französische,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,Küche,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,ist,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,weltweit,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,bekannt,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,für,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,ihre,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,raffinierten,12,0.0,0.0,0.86,1.0,0.0,0.0,0.14,0.0
9,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,und,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,delikaten,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,Gerichte,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Ein,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Klassiker,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",ist,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Boeuf,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Bourguignon,11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
17,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",ein,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Schmorgericht,13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",aus,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Rindfleisch,11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
21,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",das,3,0.0,0.0,0.86,1.0,0.0,0.0,0.14,0.0
22,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",in,2,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Rotwein,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
24,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",mit,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
25,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Gemüse,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
26,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",und,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",Kräutern,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
28,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",geschmort,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
29,de,Gastronomy,de_Gastronomy,1,"Ein Klassiker ist ""Boeuf Bourguignon"", ein Schmorgericht aus Rindfleisch, das in Rotwein mit Gemüse und Kräutern geschmort wird.",wird,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
30,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",Es,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
31,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",ist,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
32,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",bekannt,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
33,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",für,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
34,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",seinen,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",tiefen,6,0.43,0.0,0.57,1.0,0.0,0.0,0.0,0.0
36,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",reichen,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
37,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",Geschmack,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
38,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",und,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
39,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",wird,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
40,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",oft,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",mit,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",Kartoffelpüree,14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
43,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",oder,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
44,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",Nudeln,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
45,de,Gastronomy,de_Gastronomy,2,"Es ist bekannt für seinen tiefen, reichen Geschmack und wird oft mit Kartoffelpüree oder Nudeln serviert.",serviert,8,0.0,0.0,0.14,1.0,0.86,0.0,0.0,0.0
46,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Ein,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
47,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",weiteres,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
48,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",berühmtes,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
49,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Gericht,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
50,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",aus,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
51,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Frankreich,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
52,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",ist,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
53,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Escargots,9,0.0,0.0,0.14,1.0,0.0,0.0,0.86,0.0
54,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Schnecken,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
55,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",in,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Knoblauchbutter,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
57,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",die,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
58,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",oft,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",als,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Vorspeise,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
61,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",genossen,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
62,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",werden,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",und,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
64,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",für,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
65,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",ihre,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
66,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",butterweiche,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
67,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Konsistenz,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
68,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",und,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
69,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",ihren,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
70,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",intensiven,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
71,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",Geschmack,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
72,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",bekannt,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
73,de,Gastronomy,de_Gastronomy,3,"Ein weiteres berühmtes Gericht aus Frankreich ist ""Escargots"", Schnecken in Knoblauchbutter, die oft als Vorspeise genossen werden und für ihre butterweiche Konsistenz und ihren intensiven Geschmack bekannt sind.",sind,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
74,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Aus,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
75,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",England,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",stammt,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
77,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",das,3,0.0,0.0,0.29,1.0,0.0,0.0,0.71,0.0
78,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",beliebte,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
79,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Gericht,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
80,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Shepherd,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",s,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
82,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Pie,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
83,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",ein,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
84,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",herzhafter,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
85,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Auflauf,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
86,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",aus,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
87,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Hackfleisch,11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
88,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",oft,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Lamm,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
90,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",oder,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
91,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Rind,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
92,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",mit,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
93,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",einer,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
94,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Schicht,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
95,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",von,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
96,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",Kartoffelpüree,14,0.29,0.0,0.71,1.0,0.0,0.0,0.0,0.0
97,de,Gastronomy,de_Gastronomy,4,"Aus England stammt das beliebte Gericht ""Shepherd's Pie"", ein herzhafter Auflauf aus Hackfleisch, oft Lamm oder Rind, mit einer Schicht von Kartoffelpüree bedeckt.",bedeckt,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
98,de,Gastronomy,de_Gastronomy,5,"Es ist ein wärmendes und befriedigendes Gericht, das oft mit Erbsen oder Gemüse serviert wird.",Es,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
