index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word_x,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT,Word_y,Language
0,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,Die,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Die,de
1,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,französische,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,französische,de
2,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,Küche,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Küche,de
3,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,ist,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ist,de
4,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,weltweit,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,weltweit,de
5,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,bekannt,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,bekannt,de
6,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,für,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,für,de
7,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,ihre,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ihre,de
8,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,raffinierten,12,0.0,0.0,0.86,1.0,0.0,0.0,0.14,0.0,raffinierten,de
9,de,Gastronomy,de_Gastronomy,0,Die französische Küche ist weltweit bekannt für ihre raffinierten und delikaten Gerichte.,und,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,und,de
