index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT
0,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,Oggi,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,vi,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,parleremo,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,di,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,alcuni,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,piatti,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6,it,Gastronomy,it_Gastronomy,0,Oggi vi parleremo di alcuni piatti internazionali.,internazionali,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,Il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,primo,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,è,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,famoso,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,Ratatouille,11,0.0,0.0,0.0,0.0,0.71,0.0,0.29,1.0
13,it,Gastronomy,it_Gastronomy,1,Il primo è il famoso Ratatouille francese.,francese,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,Questo,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,piatto,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,vegetariano,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,è,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,composto,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,da,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,verdure,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,it,Gastronomy,it_Gastronomy,2,Questo piatto vegetariano è composto da verdure cotte.,cotte,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22,it,Gastronomy,it_Gastronomy,3,"In Germania, è tipico lo Sauerbraten.",In,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,it,Gastronomy,it_Gastronomy,3,"In Germania, è tipico lo Sauerbraten.",Germania,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,it,Gastronomy,it_Gastronomy,3,"In Germania, è tipico lo Sauerbraten.",è,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25,it,Gastronomy,it_Gastronomy,3,"In Germania, è tipico lo Sauerbraten.",tipico,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26,it,Gastronomy,it_Gastronomy,3,"In Germania, è tipico lo Sauerbraten.",lo,2,0.0,0.0,0.0,0.0,0.71,0.0,0.29,1.0
27,it,Gastronomy,it_Gastronomy,3,"In Germania, è tipico lo Sauerbraten.",Sauerbraten,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28,it,Gastronomy,it_Gastronomy,4,Lo Sauerbraten è un arrosto di manzo marinato nell'aceto.,Lo,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
